dataset,algorithm,repetition,fold,tp,tn,fp,fn,train_time,predict_time
higgs_ir4,smote_bag_100.csv,2,2,476947,1939111,976518,250761,679863695264,6708
higgs_ir4,smote_bag_100.csv,3,1,481610,1896948,1015489,246100,353413336747,4896
higgs_ir4,smote_bag_100.csv,3,2,485766,1875054,1041632,241567,406584484910,6317
higgs_ir4,smote_bag_100.csv,4,1,494060,1829598,1085971,234165,521537010541,8558
higgs_ir4,smote_bag_100.csv,4,2,474181,1929992,983562,252637,632857976464,6279
higgs_ir4,smote_bag_100.csv,5,1,495298,1853531,1063067,231858,516975255919,11609
higgs_ir4,smote_bag_100.csv,5,2,474769,1943296,969229,253118,696727696711,6600
ecbdl14_1m,smote_bag_100.csv,1,1,5644,394355,94695,5096,918932521724,5577
ecbdl14_1m,smote_bag_100.csv,1,2,5511,398681,90397,5337,871840673197,4857
ecbdl14_1m,smote_bag_100.csv,2,1,5709,393428,95170,5063,897521141982,5074
ecbdl14_1m,smote_bag_100.csv,2,2,5485,400304,89226,5331,909844938447,4889
ecbdl14_1m,smote_bag_100.csv,3,1,5897,387952,101006,4870,945774015124,9775
ecbdl14_1m,smote_bag_100.csv,3,2,5483,398721,90449,5338,922343681072,9757
ecbdl14_1m,smote_bag_100.csv,4,1,5366,406332,83692,5454,887976003673,6387
ecbdl14_1m,smote_bag_100.csv,4,2,5508,397224,90880,5260,915994268002,8988
ecbdl14_1m,smote_bag_100.csv,5,1,5447,399228,90486,5362,881393302794,7709
ecbdl14_1m,smote_bag_100.csv,5,2,5735,392437,95977,5044,881752040326,6028
ecbdl14_1m,ros_bag_100.csv,1,1,7586,332768,156282,3154,800965975690,8683
ecbdl14_1m,ros_bag_100.csv,1,2,7479,344647,144431,3369,690448643052,6815
ecbdl14_1m,ros_bag_100.csv,2,1,8019,316804,171918,2842,719703923503,6990
ecbdl14_1m,ros_bag_100.csv,2,2,7856,328850,160556,2871,724409265378,8369
ecbdl14_1m,ros_bag_100.csv,3,1,7832,328932,160008,2876,750547046886,6204
ecbdl14_1m,ros_bag_100.csv,3,2,8002,327309,161879,2878,696175253636,6151
ecbdl14_1m,ros_bag_100.csv,4,1,7796,328265,161838,2937,726685982942,4904
ecbdl14_1m,ros_bag_100.csv,4,2,7859,330502,157523,2996,695080352175,6425
ecbdl14_1m,ros_bag_100.csv,5,1,7909,328285,161400,2924,708099629686,6289
ecbdl14_1m,ros_bag_100.csv,5,2,7479,341404,147039,3276,732309415967,5221
ecbdl14_1m,rus_bag_100.csv,1,1,8001,324047,165003,2739,119231474662,7395
ecbdl14_1m,rus_bag_100.csv,1,2,7908,337555,151523,2940,88535971947,8726
ecbdl14_1m,rus_bag_100.csv,2,1,7974,323576,165318,2777,84078668335,4921
ecbdl14_1m,rus_bag_100.csv,2,2,7764,338758,150476,3073,81130761323,5005
ecbdl14_1m,rus_bag_100.csv,3,1,8045,331524,157037,2870,124252595648,9822
ecbdl14_1m,rus_bag_100.csv,3,2,7803,334120,155447,2870,76515092700,5623
ecbdl14_1m,rus_bag_100.csv,4,1,7789,342672,147303,3022,103125020080,4960
ecbdl14_1m,rus_bag_100.csv,4,2,7803,329728,158425,2974,79017612794,4944
ecbdl14_1m,rus_bag_100.csv,5,1,7931,332132,157676,2820,126045793649,5323
ecbdl14_1m,rus_bag_100.csv,5,2,8042,322815,165505,2795,86757125838,5135
hepmass_ir16,imbbag_rus_100.csv,1,1,130329,2308640,315306,34540,594837231600,3087
hepmass_ir16,imbbag_rus_100.csv,1,2,131134,2288202,337976,32459,613769405221,2470
hepmass_ir16,imbbag_rus_100.csv,2,1,129672,2308298,315411,34365,619634156309,3125
hepmass_ir16,imbbag_rus_100.csv,2,2,131386,2291060,335355,33039,614871899647,3143
hepmass_ir16,imbbag_rus_100.csv,3,1,129286,2312837,311549,34715,624528697679,1767
hepmass_ir16,imbbag_rus_100.csv,3,2,132455,2280012,345726,32006,606509035739,4057
hepmass_ir16,imbbag_rus_100.csv,4,1,130736,2304328,322114,33615,598786495608,2394
hepmass_ir16,imbbag_rus_100.csv,4,2,130277,2301543,322139,33834,715312605820,3482
hepmass_ir16,imbbag_rus_100.csv,5,1,130096,2312036,314386,34455,615616423940,1822
hepmass_ir16,imbbag_rus_100.csv,5,2,129830,2310304,312663,34661,1441499087020,5770
hepmass_ir4,smote_bag_100.csv,1,1,525619,2264903,360612,129967,387577279146,3127
hepmass_ir4,smote_bag_100.csv,1,2,524067,2271790,352819,131587,630019154607,4270
hepmass_ir4,smote_bag_100.csv,2,1,529355,2248159,376013,126065,670452232287,8236
hepmass_ir4,smote_bag_100.csv,2,2,524162,2275689,350263,131658,804012344657,12019
hepmass_ir4,smote_bag_100.csv,3,1,523355,2271671,352928,131796,621234457592,6010
hepmass_ir4,smote_bag_100.csv,3,2,528411,2256964,368561,127678,424764366668,5597
hepmass_ir4,smote_bag_100.csv,4,1,529040,2264326,363209,126286,457888251232,7474
hepmass_ir4,smote_bag_100.csv,4,2,525697,2265848,356741,130217,381711834110,6874
hepmass_ir4,smote_bag_100.csv,5,1,526112,2264146,362953,129109,415629367622,3845
hepmass_ir4,smote_bag_100.csv,5,2,528666,2253527,369498,127353,441346353855,2251
hepmass_ir4,imbbag_rus_100.csv,1,1,516199,2313189,312231,139213,673283653074,2692
hepmass_ir4,imbbag_rus_100.csv,1,2,517822,2309398,315306,138006,711957457966,2239
hepmass_ir4,imbbag_rus_100.csv,2,1,517410,2308107,315831,138286,657323917106,2908
hepmass_ir4,imbbag_rus_100.csv,2,2,516654,2313419,312767,138890,720962239609,3618
hepmass_ir4,imbbag_rus_100.csv,3,1,516497,2311342,313827,138440,634594133614,3086
hepmass_ir4,imbbag_rus_100.csv,3,2,517307,2311697,313258,138996,686467807501,2294
hepmass_ir4,imbbag_rus_100.csv,4,1,516579,2312544,314987,138846,755366291817,2402
hepmass_ir4,imbbag_rus_100.csv,4,2,517952,2307826,314767,137863,660674238707,2847
hepmass_ir4,imbbag_rus_100.csv,5,1,516316,2313450,313709,139224,674615220330,1912
hepmass_ir4,imbbag_rus_100.csv,5,2,517218,2307350,316325,138316,898881449934,2987
susy_ir4,imbbag_ros_100.csv,1,1,249221,1087510,268633,89173,570036672708,1915
susy_ir4,imbbag_ros_100.csv,1,2,248602,1093429,262601,90151,583681208535,1903
susy_ir4,imbbag_ros_100.csv,2,1,249772,1085719,268625,88856,566442731140,1774
susy_ir4,imbbag_ros_100.csv,2,2,248943,1091160,266669,89576,628115727010,2093
susy_ir4,imbbag_ros_100.csv,3,1,249656,1085900,269413,88805,634456465150,2111
susy_ir4,imbbag_ros_100.csv,3,2,249340,1087744,269196,89051,1340917926966,4004
susy_ir4,imbbag_ros_100.csv,4,1,248371,1089385,266437,90010,1037197777216,3607
susy_ir4,imbbag_ros_100.csv,4,2,247185,1098609,257742,91581,700731740544,2397
susy_ir4,imbbag_ros_100.csv,5,1,249789,1086435,270261,89063,625866970043,4629
susy_ir4,imbbag_ros_100.csv,5,2,248326,1093844,261633,89969,753702581987,3336
higgs_ir16,ros_bag_100.csv,1,1,125722,1855739,1059353,56311,366947931523,7981
higgs_ir16,ros_bag_100.csv,1,2,137635,1697827,1216204,45302,247396544617,4925
higgs_ir16,ros_bag_100.csv,2,1,139962,1621057,1291854,42551,172661749176,4101
higgs_ir16,ros_bag_100.csv,2,2,133410,1732851,1183895,48735,102461298909,4279
higgs_ir16,ros_bag_100.csv,3,1,134910,1711020,1202895,47209,148191720769,4082
higgs_ir16,ros_bag_100.csv,3,2,136955,1679149,1236598,45235,236639851554,7486
higgs_ir16,ros_bag_100.csv,4,1,116472,2020786,894601,66697,217123094853,7205
higgs_ir16,ros_bag_100.csv,4,2,136085,1692843,1220893,45716,222303294403,5287
higgs_ir16,ros_bag_100.csv,5,1,135155,1723564,1193220,47058,199984487006,8964
higgs_ir16,ros_bag_100.csv,5,2,133031,1753538,1158801,49726,215867857637,5414
higgs_ir4,ros_bag_100.csv,1,1,536318,1728736,1186599,190903,132710954430,2594
higgs_ir4,ros_bag_100.csv,1,2,541400,1710080,1203708,186422,122457941769,2313
higgs_ir4,ros_bag_100.csv,2,1,551798,1659533,1254908,175370,117583084027,3231
higgs_ir4,ros_bag_100.csv,2,2,558773,1636144,1278538,169102,114895817971,3396
higgs_ir4,ros_bag_100.csv,3,1,553278,1669545,1243599,173551,114121116941,2774
higgs_ir4,ros_bag_100.csv,3,2,544823,1692393,1223586,183391,113474437213,2187
higgs_ir4,ros_bag_100.csv,4,1,543089,1702142,1215035,183996,109688608975,3689
higgs_ir4,ros_bag_100.csv,4,2,550081,1673738,1238208,177877,112699578607,2379
higgs_ir4,ros_bag_100.csv,5,1,497571,1891201,1023593,231089,106260559581,5089
higgs_ir4,ros_bag_100.csv,5,2,495797,1881681,1032648,230586,107854388283,4237
ecbdl14_1m,imbbag_ros_100.csv,1,1,7625,347175,141569,3288,1807055648652,13122
ecbdl14_1m,imbbag_ros_100.csv,1,2,7607,337691,151693,3068,1839145567303,10432
ecbdl14_1m,imbbag_ros_100.csv,2,1,7792,339338,149266,3115,1736243937387,10105
ecbdl14_1m,imbbag_ros_100.csv,2,2,7688,337661,151863,2993,1719679395724,12103
ecbdl14_1m,imbbag_ros_100.csv,3,1,7970,329862,159049,2814,1733725909134,11798
ecbdl14_1m,imbbag_ros_100.csv,3,2,7719,341048,148169,3085,2174844811034,8767
ecbdl14_1m,imbbag_ros_100.csv,4,1,7791,341032,148882,3095,1961744627462,11390
ecbdl14_1m,imbbag_ros_100.csv,4,2,7792,332108,156106,2910,2041272874103,7953
ecbdl14_1m,imbbag_ros_100.csv,5,1,8065,327662,162191,2719,1987140931984,10827
ecbdl14_1m,imbbag_ros_100.csv,5,2,7825,332978,155297,2979,1755943236328,12143
higgs_ir4,imbbag_rus_100.csv,1,1,545700,1708083,1207112,181702,639533887079,2060
higgs_ir4,imbbag_rus_100.csv,1,2,552140,1678659,1235269,175501,771764889163,1690
higgs_ir4,imbbag_rus_100.csv,2,1,551133,1687467,1225528,176908,665680101552,2907
higgs_ir4,imbbag_rus_100.csv,2,2,551741,1677291,1238837,175261,679013249528,2013
higgs_ir4,imbbag_rus_100.csv,3,1,553542,1664069,1248948,174046,738120269136,3638
higgs_ir4,imbbag_rus_100.csv,3,2,545418,1710935,1205171,182037,689486523827,2891
higgs_ir4,imbbag_rus_100.csv,4,1,548812,1695617,1220957,178366,683455633965,3095
higgs_ir4,imbbag_rus_100.csv,4,2,543985,1714984,1198799,182964,903112821894,5508
higgs_ir4,imbbag_rus_100.csv,5,1,550311,1688643,1226913,177595,922107474660,5838
higgs_ir4,imbbag_rus_100.csv,5,2,551235,1682923,1230644,175902,918978282912,6237
higgs_ir4,imbgbt_rus_100.csv,1,1,535755,2102264,812931,191647,2133939490633,2101
higgs_ir4,imbgbt_rus_100.csv,1,2,535947,2100114,813814,191694,2222509979999,1866
higgs_ir4,imbgbt_rus_100.csv,2,1,536835,2099125,814694,190669,2138748857691,2213
higgs_ir4,imbgbt_rus_100.csv,2,2,534624,2103022,812282,192915,2148359308934,2082
higgs_ir4,imbgbt_rus_100.csv,3,1,535843,2096861,816536,191083,2161249811554,1922
higgs_ir4,imbgbt_rus_100.csv,3,2,536109,2104271,811455,192008,2164142566336,1670
higgs_ir4,imbgbt_rus_100.csv,4,1,536533,2103207,813266,191061,2159695937598,1743
higgs_ir4,imbgbt_rus_100.csv,4,2,535325,2100942,811708,192124,2162399871705,2570
higgs_ir4,imbgbt_rus_100.csv,5,1,535882,2095768,820982,191062,4164774211267,6244
higgs_ir4,imbgbt_rus_100.csv,5,2,535324,2101643,810730,192775,4859942932442,3562
ecbdl14_1m,imbgbt_ros_100.csv,1,1,7480,381944,106800,3433,5450502865981,28370
ecbdl14_1m,imbgbt_ros_100.csv,1,2,7335,378872,110512,3340,5624909146127,10144
ecbdl14_1m,imbgbt_ros_100.csv,2,1,7307,382579,106086,3408,5735523287642,18848
ecbdl14_1m,imbgbt_ros_100.csv,2,2,7501,380794,108669,3372,5685423091917,22954
ecbdl14_1m,imbgbt_ros_100.csv,3,1,7418,382435,106193,3339,8330644919534,10214
ecbdl14_1m,imbgbt_ros_100.csv,3,2,7502,380598,108902,3329,6096120079228,21612
ecbdl14_1m,imbgbt_ros_100.csv,4,1,7528,383089,106769,3344,4494136474547,26825
ecbdl14_1m,imbgbt_ros_100.csv,4,2,7353,379353,108917,3363,4648430182226,10344
ecbdl14_1m,imbgbt_ros_100.csv,5,1,7340,381660,108160,3380,3651787979205,9008
ecbdl14_1m,imbgbt_ros_100.csv,5,2,7520,380050,108258,3348,3252851362102,12521
hepmass_ir16,imbgbt_ros_100.csv,1,1,138596,2331863,292083,26273,2250045739041,2429
hepmass_ir16,imbgbt_ros_100.csv,1,2,137115,2339204,286974,26478,2295948612619,1733
hepmass_ir16,imbgbt_ros_100.csv,2,1,137774,2330507,293517,26346,2425715215835,2172
hepmass_ir16,imbgbt_ros_100.csv,2,2,138197,2334891,291209,26145,2240093575768,2591
hepmass_ir16,imbgbt_ros_100.csv,3,1,137764,2332695,291420,26371,3942407774300,5625
hepmass_ir16,imbgbt_ros_100.csv,3,2,137763,2338867,287142,26564,4590875103508,4696
hepmass_ir16,imbgbt_ros_100.csv,4,1,137331,2340099,286474,26772,4205979556495,4073
hepmass_ir16,imbgbt_ros_100.csv,4,2,138364,2332076,291475,25995,4123651904070,4107
hepmass_ir16,imbgbt_ros_100.csv,5,1,138172,2337567,289099,26337,3908295786079,3582
hepmass_ir16,imbgbt_ros_100.csv,5,2,137426,2334450,289008,26527,2989579855150,3739
hepmass_ir4,imbgbt_ros_100.csv,1,1,548219,2340107,285313,107193,2570436792823,2301
hepmass_ir4,imbgbt_ros_100.csv,1,2,548561,2340575,284129,107267,2411793701274,2474
hepmass_ir4,imbgbt_ros_100.csv,2,1,548798,2337722,286911,106539,2410192732891,2477
hepmass_ir4,imbgbt_ros_100.csv,2,2,549523,2337809,287682,106380,2367573000865,2100
hepmass_ir4,imbgbt_ros_100.csv,3,1,547919,2339703,284640,107320,2408731139288,2548
hepmass_ir4,imbgbt_ros_100.csv,3,2,549923,2336358,289423,106078,2439676610848,2144
hepmass_ir4,imbgbt_ros_100.csv,4,1,548855,2340853,285973,107221,2412858840876,1915
hepmass_ir4,imbgbt_ros_100.csv,4,2,548065,2339285,284013,107099,2312696112123,1756
hepmass_ir4,imbgbt_ros_100.csv,5,1,549306,2339013,287436,106400,3358511588711,3280
hepmass_ir4,imbgbt_ros_100.csv,5,2,548724,2337973,285702,106810,2934892081005,2988
ecbdl14_1m,imbbag_rus_100.csv,1,1,7755,342706,146038,3158,1086627112862,12296
ecbdl14_1m,imbbag_rus_100.csv,1,2,7678,336182,153202,2997,978231388459,9035
ecbdl14_1m,imbbag_rus_100.csv,2,1,7923,332928,155765,2820,975966972749,14695
ecbdl14_1m,imbbag_rus_100.csv,2,2,8044,327590,161845,2801,914430948285,7760
ecbdl14_1m,imbbag_rus_100.csv,3,1,7888,333216,155572,2895,959405752056,15038
ecbdl14_1m,imbbag_rus_100.csv,3,2,7907,333497,155843,2898,1007385061258,9690
ecbdl14_1m,imbbag_rus_100.csv,4,1,7934,327238,162868,2777,983805183397,6830
ecbdl14_1m,imbbag_rus_100.csv,4,2,8000,332866,155156,2877,928714702969,7163
ecbdl14_1m,imbbag_rus_100.csv,5,1,8038,330572,159281,2746,1098429935449,11684
ecbdl14_1m,imbbag_rus_100.csv,5,2,7875,333388,154887,2929,1006560730877,11073
ecbdl14_1m,imbgbt_rus_100.csv,1,1,8046,354535,134209,2867,5277079126236,13763
ecbdl14_1m,imbgbt_rus_100.csv,1,2,7823,353301,136083,2852,3837010564519,23799
ecbdl14_1m,imbgbt_rus_100.csv,2,1,7923,349284,139421,2823,3203872814698,11214
ecbdl14_1m,imbgbt_rus_100.csv,2,2,8005,352916,136507,2837,3024556347650,16752
ecbdl14_1m,imbgbt_rus_100.csv,3,1,8017,350597,138148,2810,3061738611349,8316
ecbdl14_1m,imbgbt_rus_100.csv,3,2,7926,351141,138242,2835,2967964097786,8847
ecbdl14_1m,imbgbt_rus_100.csv,4,1,7993,354744,135318,2826,2955241141769,8715
ecbdl14_1m,imbgbt_rus_100.csv,4,2,7877,349711,138559,2839,3054500722376,20368
ecbdl14_1m,imbgbt_rus_100.csv,5,1,7925,355725,134030,2883,3042205055094,8915
ecbdl14_1m,imbgbt_rus_100.csv,5,2,8011,350792,137581,2769,3031909994411,12780
ecbdl14_10m,rus_bag_100.csv,1,1,78751,3301931,1590466,28916,31256644937,976
ecbdl14_10m,rus_bag_100.csv,1,2,74979,3400669,1490262,32517,30527763819,659
ecbdl14_10m,rus_bag_100.csv,2,1,77263,3371079,1519682,30648,28339068377,694
ecbdl14_10m,rus_bag_100.csv,2,2,74398,3436021,1456546,32854,29636938218,615
ecbdl14_10m,rus_bag_100.csv,3,1,79335,3256273,1632507,28311,30983165500,678
ecbdl14_10m,rus_bag_100.csv,3,2,77601,3351730,1542818,29916,27610813499,600
ecbdl14_10m,rus_bag_100.csv,4,1,75716,3359065,1533981,31782,29862847738,662
ecbdl14_10m,rus_bag_100.csv,4,2,77032,3393880,1496402,30633,28345466364,622
ecbdl14_10m,rus_bag_100.csv,5,1,74873,3431829,1462171,32685,29623319577,741
ecbdl14_10m,rus_bag_100.csv,5,2,75083,3417034,1472294,32522,27958642232,679
ecbdl14_10m,imbbag_rus_100.csv,1,1,77391,3352402,1540809,30058,519390873933,1629
ecbdl14_10m,imbbag_rus_100.csv,1,2,76424,3346442,1543675,31290,494492674705,1314
ecbdl14_10m,imbbag_rus_100.csv,2,1,76639,3399526,1491540,31228,487960915896,1580
ecbdl14_10m,imbbag_rus_100.csv,2,2,74693,3426475,1465787,32603,489195289474,1340
ecbdl14_10m,imbbag_rus_100.csv,3,1,75852,3394747,1493867,31891,481641336009,1420
ecbdl14_10m,imbbag_rus_100.csv,3,2,76432,3394614,1500100,30988,498873608102,1343
ecbdl14_10m,imbbag_rus_100.csv,4,1,74956,3424426,1469114,32858,502590316961,1408
ecbdl14_10m,imbbag_rus_100.csv,4,2,77460,3351941,1537847,29889,496193351874,1451
ecbdl14_10m,imbbag_rus_100.csv,5,1,75979,3428690,1464897,31487,494765303965,1422
ecbdl14_10m,imbbag_rus_100.csv,5,2,75021,3424708,1465033,32676,502765543659,1504
ecbdl14_10m,ros_bag_100.csv,1,1,76949,3364896,1527501,30718,470540409634,788
ecbdl14_10m,ros_bag_100.csv,1,2,73786,3438938,1451993,33710,455085901273,645
ecbdl14_10m,ros_bag_100.csv,2,1,77951,3316610,1574623,29767,406878078504,627
ecbdl14_10m,ros_bag_100.csv,2,2,73362,3466021,1426074,34083,414043861076,582
ecbdl14_10m,ros_bag_100.csv,3,1,78072,3290014,1599748,29120,462319226759,637
ecbdl14_10m,ros_bag_100.csv,3,2,75160,3406936,1486630,32811,461586665603,626
ecbdl14_10m,ros_bag_100.csv,4,1,74786,3456324,1436334,33184,506214567610,581
ecbdl14_10m,ros_bag_100.csv,4,2,69472,3655988,1234682,37721,411554383242,625
ecbdl14_10m,ros_bag_100.csv,5,1,74996,3397403,1496494,32621,595009215526,617
ecbdl14_10m,ros_bag_100.csv,5,2,72337,3585020,1304411,35209,489645569941,619
ecbdl14_10m,smote_bag_100.csv,1,1,58495,3914202,978195,49172,1455120416637,902
ecbdl14_10m,smote_bag_100.csv,1,2,55706,4006352,884579,51790,1549702127265,721
ecbdl14_10m,smote_bag_100.csv,2,1,55757,4020032,871736,51675,1670141208079,655
ecbdl14_10m,smote_bag_100.csv,2,2,57436,3975824,915736,50295,1682644713480,638
ecbdl14_10m,smote_bag_100.csv,3,1,57242,3970751,918074,50541,1540633569020,634
ecbdl14_10m,smote_bag_100.csv,3,2,55923,4001160,893343,51457,1431128786078,731
ecbdl14_10m,smote_bag_100.csv,4,1,57079,3986803,906784,50717,1532083027587,647
ecbdl14_10m,smote_bag_100.csv,4,2,55693,3996579,893162,51674,1617082957966,637
ecbdl14_10m,smote_bag_100.csv,5,1,56884,3981310,912403,50857,1670639323981,954
ecbdl14_10m,smote_bag_100.csv,5,2,57375,3973068,916547,50047,1945379304093,716
covtype_0vs3,rose_bag_100.csv,1,1,10017,123924,17626,102,37319228173,5639
covtype_0vs3,rose_bag_100.csv,1,2,10315,123984,17767,76,32020492726,3413
covtype_0vs3,rose_bag_100.csv,2,1,10133,124087,17491,106,28587116176,4278
covtype_0vs3,rose_bag_100.csv,2,2,10116,128612,13111,155,22750627306,6190
covtype_0vs3,rose_bag_100.csv,3,1,10197,127915,13219,168,28753539387,3091
covtype_0vs3,rose_bag_100.csv,3,2,10038,125273,16894,107,26281928601,2936
covtype_0vs3,rose_bag_100.csv,4,1,10153,128619,13208,166,34398829764,3230
covtype_0vs3,rose_bag_100.csv,4,2,10015,128352,13122,176,40233323969,3315
covtype_0vs3,rose_bag_100.csv,5,1,10217,124860,16936,115,34523286791,3277
covtype_0vs3,rose_bag_100.csv,5,2,10093,124412,17093,85,25037245372,2971
ecbdl14_10m,ros_rf_100.csv,1,1,75379,3533226,1359171,32288,35110716645,921
ecbdl14_10m,ros_rf_100.csv,1,2,75120,3532919,1358012,32376,32987307003,742
ecbdl14_10m,ros_rf_100.csv,2,1,74857,3542384,1348489,32707,32631582258,694
ecbdl14_10m,ros_rf_100.csv,2,2,75332,3530279,1362176,32267,32386163070,745
ecbdl14_10m,ros_rf_100.csv,3,1,75189,3529859,1359230,32186,31846825862,685
ecbdl14_10m,ros_rf_100.csv,3,2,75181,3533894,1360345,32607,30273245463,671
ecbdl14_10m,ros_rf_100.csv,4,1,74928,3535097,1358441,32546,32818992281,706
ecbdl14_10m,ros_rf_100.csv,4,2,75353,3533511,1356279,32336,29858863935,682
ecbdl14_10m,ros_rf_100.csv,5,1,74834,3534133,1359313,32691,30633139706,700
ecbdl14_10m,ros_rf_100.csv,5,2,75515,3533472,1356410,32123,31495284588,684
ecbdl14_10m,rus_rf_100.csv,1,1,76115,3505019,1387378,31552,11438958108,1127
ecbdl14_10m,rus_rf_100.csv,1,2,75381,3515749,1375182,32115,9017732045,851
ecbdl14_10m,rus_rf_100.csv,2,1,75790,3510573,1381110,31776,6871350181,764
ecbdl14_10m,rus_rf_100.csv,2,2,75836,3502965,1388680,31761,6392512260,719
ecbdl14_10m,rus_rf_100.csv,3,1,75663,3514129,1375146,31829,6299846725,718
ecbdl14_10m,rus_rf_100.csv,3,2,75867,3503834,1390219,31804,6074304755,705
ecbdl14_10m,rus_rf_100.csv,4,1,75453,3517702,1375675,32047,6213797560,869
ecbdl14_10m,rus_rf_100.csv,4,2,75823,3510551,1379400,31840,5638512629,687
ecbdl14_10m,rus_rf_100.csv,5,1,75355,3524370,1369639,32386,7373799170,960
ecbdl14_10m,rus_rf_100.csv,5,2,76008,3502165,1387154,31414,6633955753,746
covtype_1vs4,rose_bag_100.csv,1,1,8623,103789,1823,120,40341062098,8324
covtype_1vs4,rose_bag_100.csv,1,2,8503,104494,1734,121,58168277446,3832
covtype_1vs4,rose_bag_100.csv,2,1,8609,104053,1746,106,27616450814,3192
covtype_1vs4,rose_bag_100.csv,2,2,8515,104189,1852,137,29180991859,3239
covtype_1vs4,rose_bag_100.csv,3,1,8674,103764,1778,103,27566101390,6249
covtype_1vs4,rose_bag_100.csv,3,2,8472,104494,1804,118,30033337104,11833
covtype_1vs4,rose_bag_100.csv,4,1,8543,104804,1549,135,26154299189,3195
covtype_1vs4,rose_bag_100.csv,4,2,8530,103980,1507,159,26730071123,7483
covtype_1vs4,rose_bag_100.csv,5,1,8583,104312,1712,116,18455392853,3296
covtype_1vs4,rose_bag_100.csv,5,2,8551,104056,1760,117,19882192504,14975
ecbdl14_10m,rose_rf_100.csv,1,1,70293,3539098,1353299,37374,63707912411,888
ecbdl14_10m,rose_rf_100.csv,1,2,70320,3540600,1350331,37176,60322318881,763
ecbdl14_10m,rose_rf_100.csv,2,1,70438,3541928,1350093,36972,60801616272,742
ecbdl14_10m,rose_rf_100.csv,2,2,71120,3504197,1387110,36633,184177442327,715
ecbdl14_10m,rose_rf_100.csv,3,1,71482,3498794,1390317,36015,60640974056,672
ecbdl14_10m,rose_rf_100.csv,3,2,71460,3503718,1390499,36206,107594057273,732
ecbdl14_10m,rose_rf_100.csv,4,1,70825,3520918,1372383,36611,65798350925,682
ecbdl14_10m,rose_rf_100.csv,4,2,70867,3513899,1376128,36860,64554396430,661
ecbdl14_10m,rose_rf_100.csv,5,1,70018,3553889,1339725,37590,61612803992,663
ecbdl14_10m,rose_rf_100.csv,5,2,70345,3541852,1347862,37210,64455385009,686
covtype_1vs3,rose_bag_100.csv,1,1,10127,27,105806,0,44320899648,9022
covtype_1vs3,rose_bag_100.csv,1,2,10383,16,105991,0,40002967459,4780
covtype_1vs3,rose_bag_100.csv,2,1,10283,18,105701,0,39851058983,4870
covtype_1vs3,rose_bag_100.csv,2,2,10227,25,106096,0,31570179791,6585
covtype_1vs3,rose_bag_100.csv,3,1,10122,16,105800,0,29797393008,6298
covtype_1vs3,rose_bag_100.csv,3,2,10388,27,105997,0,44917756986,4257
covtype_1vs3,rose_bag_100.csv,4,1,10394,19,106125,0,54138917777,9276
covtype_1vs3,rose_bag_100.csv,4,2,10116,24,105672,0,28574202117,4283
covtype_1vs3,rose_bag_100.csv,5,1,10182,25,106101,0,42927587770,22599
